person_id,screening_date,first_offense_date,current_offense_date,p_current_age,p_age_first_offense,p_juv_fel_count,p_felprop_violarrest,p_murder_arrest,p_felassault_arrest,p_misdemassault_arrest,p_famviol_arrest,p_sex_arrest,p_weapons_arrest,Risk of Failure to Appear_decile_score,Risk of Failure to Appear_raw_score,Risk of Recidivism_decile_score,Risk of Recidivism_raw_score,Risk of Violence_decile_score,Risk of Violence_raw_score
9369,2014-01-05,2012-10-18,NA,28,27,0,0,0,0,0,0,0,0,1,14,4,-0.6,2,-2.69
9370,2013-04-24,1990-07-28,2013-04-23,46,23,0,4,0,1,0,0,0,0,7,26,3,-0.87,2,-2.74
9370,2013-08-09,1990-07-28,2013-08-08,46,23,0,5,0,1,0,0,0,0,7,26,4,-0.74,2,-2.77
9371,2013-05-01,1995-04-09,NA,37,19,0,0,0,0,0,0,0,0,10,39,9,0.41,8,-1.13
9372,2013-08-28,2013-02-20,2013-08-27,18,17,1,1,0,0,0,0,0,0,1,13,9,0.44,9,-0.96
9373,2014-07-09,2010-12-16,2014-07-08,37,34,0,0,0,0,1,0,0,0,5,23,3,-0.94,3,-2.33
9374,2014-11-14,2001-10-06,2014-11-13,31,18,0,0,0,0,0,0,0,0,5,22,7,0,7,-1.44
9375,2014-03-20,2008-11-03,2014-03-19,24,18,0,0,0,0,1,0,0,0,1,14,7,-0.35,5,-1.82
9376,2013-11-12,2013-11-11,2013-11-11,26,26,0,0,0,0,0,0,0,0,1,13,2,-1.06,3,-2.46
9377,2013-01-06,2013-01-03,2013-01-03,57,57,0,0,0,0,0,0,0,0,1,12,1,-2.74,1,-4.08
9378,2014-01-15,2009-06-08,NA,23,18,0,0,0,0,0,0,0,0,3,18,9,0.14,7,-1.43
9379,2014-01-13,2013-12-13,2013-12-13,24,24,0,0,0,0,0,0,0,0,1,15,2,-1.38,2,-2.56
9380,2013-12-13,1996-07-22,2013-12-12,35,18,0,0,0,0,0,0,0,0,2,17,4,-0.73,1,-3.12
9381,2013-12-09,2009-06-15,2013-12-08,32,28,0,0,0,2,1,0,0,0,1,15,1,-1.8,2,-2.85
9382,2013-05-29,2010-08-27,2013-05-28,21,19,0,0,0,0,0,0,0,0,1,14,6,-0.25,7,-1.36
9383,2013-09-19,1990-02-12,NA,47,24,0,0,0,0,0,0,0,0,3,19,5,-0.48,2,-2.77
9384,2014-04-02,2011-08-05,2014-04-01,20,17,1,2,0,0,0,0,0,0,2,17,10,0.62,9,-0.7
9385,2013-02-21,1988-09-11,2013-02-20,52,28,0,0,0,0,1,0,0,1,1,14,1,-1.79,1,-3.43
9385,2013-08-23,1988-09-11,2013-08-22,53,28,0,0,0,0,1,0,0,1,3,20,1,-1.61,1,-3.35
9386,2014-10-21,2012-01-31,2014-10-20,31,28,0,0,0,0,2,0,0,0,1,15,4,-0.64,2,-2.77
9387,2014-01-28,2011-05-12,NA,27,24,0,0,0,0,0,0,0,0,1,14,2,-1.07,3,-2.53
9388,2014-01-21,2014-01-21,2014-01-21,44,44,0,0,0,0,0,0,0,0,1,13,1,-1.91,1,-3.3
9389,2014-07-26,2014-07-25,2014-07-25,25,25,0,0,0,0,0,0,0,0,3,19,2,-1.58,2,-2.78
9390,2014-10-10,2003-02-21,2014-10-09,31,19,0,0,0,0,0,0,0,0,2,17,4,-0.73,2,-2.75
9391,2014-07-30,2014-07-29,2014-07-29,27,27,0,0,0,0,0,0,0,0,1,13,2,-1.2,2,-2.7
9392,2013-01-22,2011-07-05,2013-01-21,50,49,0,0,0,0,1,0,0,0,4,21,5,-0.42,5,-1.9
9393,2014-09-29,2014-04-19,2014-09-28,25,25,0,0,0,1,0,0,0,0,7,25,5,-0.64,5,-1.95
9394,2013-01-25,2006-03-19,2013-01-23,26,19,0,0,0,0,0,0,0,0,7,26,8,0.17,7,-1.49
9395,2014-06-15,2004-12-12,2014-06-14,27,18,0,2,0,1,0,0,0,0,3,19,6,-0.29,5,-1.83
9396,2014-11-11,1994-05-13,2014-11-10,38,18,0,0,0,0,0,0,0,0,5,22,4,-0.97,1,-3.12
9397,2013-10-20,2013-10-19,2013-10-19,23,23,0,0,0,0,0,0,0,0,1,14,1,-1.47,2,-2.67
9398,2013-03-07,2011-08-23,2013-03-06,20,19,0,0,0,0,0,0,0,0,2,16,2,-1.22,3,-2.26
9399,2013-09-23,2007-09-30,NA,41,35,0,0,0,0,0,0,0,0,7,27,3,-0.77,2,-2.64
9399,2014-04-02,2007-09-30,2014-04-01,41,35,0,0,0,0,1,0,0,0,4,21,3,-0.75,3,-2.53
9400,2013-10-08,2009-10-28,2013-10-08,51,47,0,0,0,0,0,0,0,0,2,17,4,-0.53,1,-3.19
9400,2014-10-31,2009-10-28,NA,52,47,0,0,0,0,0,0,0,0,3,20,5,-0.43,1,-3.33
9401,2013-10-18,2013-06-30,2013-10-17,22,22,0,0,0,0,0,0,0,0,1,15,2,-1.26,3,-2.33
9402,2014-02-18,2001-08-26,2014-02-18,31,18,0,2,0,0,1,0,0,0,10,38,10,0.98,9,-0.97
9403,2014-07-04,2007-10-13,2014-07-03,29,22,0,0,0,0,0,0,0,0,1,15,3,-1.05,2,-2.73
9404,2014-12-02,2014-10-26,2014-12-01,30,30,0,0,0,0,0,0,0,0,2,16,6,-0.27,3,-2.47
9405,2013-01-19,2002-02-28,2013-01-18,35,24,0,11,0,0,0,0,0,0,10,39,10,0.53,9,-0.78
9406,2014-11-26,1988-07-29,NA,55,29,0,0,0,0,0,0,0,0,1,13,1,-1.93,1,-3.81
9407,2013-08-27,1996-05-17,2013-08-26,37,20,0,0,0,1,0,0,0,0,4,21,7,-0.05,4,-2.12
9408,2013-09-04,2001-05-15,NA,52,40,0,0,0,0,0,0,0,0,7,25,1,-1.68,1,-3.56
9409,2014-08-24,2004-05-19,2014-08-23,29,19,0,0,0,1,1,0,0,0,4,21,6,-0.19,5,-1.96
9410,2013-11-15,2012-08-03,NA,27,25,0,0,0,0,0,0,0,0,6,25,6,-0.19,8,-1.25
9411,2014-11-04,NA,NA,49,NA,0,0,0,0,0,0,0,0,6,24,2,-1.08,1,-3.1
9412,2013-03-04,2008-09-20,2013-03-03,33,28,0,0,0,1,0,0,0,0,1,12,1,-1.82,2,-2.91
9413,2014-03-01,1999-12-13,2014-02-28,32,18,0,0,0,0,0,0,0,0,3,20,9,0.56,2,-2.78
9413,2014-09-21,1999-12-13,2014-09-20,33,18,0,0,0,0,0,0,0,0,3,20,10,1.03,2,-2.78
9414,2013-05-06,2012-06-13,2013-05-05,38,37,0,0,0,0,0,0,0,0,3,19,2,-1.16,1,-3.41
9415,2013-01-28,1987-01-30,NA,54,28,0,0,0,0,0,0,0,0,3,18,1,-1.49,1,-3.58
9416,2013-10-10,2012-11-11,NA,24,23,0,0,0,0,0,0,0,0,1,15,5,-0.44,4,-2.09
9417,2014-04-22,2013-12-15,NA,37,37,0,0,0,0,0,0,0,0,8,29,6,-0.29,3,-2.37
9418,2014-10-27,2014-10-26,2014-10-26,25,25,0,0,0,0,0,0,0,0,3,19,3,-0.76,4,-2.06
9419,2014-10-08,2014-10-08,2014-10-08,43,43,0,0,0,0,0,0,0,0,1,14,3,-0.96,1,-3.3
9420,2013-05-10,2012-01-11,2013-05-03,23,22,0,0,0,0,0,0,0,0,3,19,3,-0.77,3,-2.31
9421,2014-01-04,NA,NA,39,NA,0,0,0,0,0,0,0,0,3,18,1,-1.65,1,-3.06
9422,2014-07-31,1978-04-10,2014-07-31,63,26,0,4,0,2,3,0,0,4,9,32,9,0.55,9,-0.75
9423,2014-11-26,2014-04-20,2014-11-25,19,18,0,0,0,0,0,0,0,0,1,14,7,-0.08,6,-1.52
9424,2014-04-24,2010-05-04,2014-04-23,47,43,0,0,0,0,0,0,0,0,2,16,1,-1.79,1,-3.34
9425,2014-01-30,2014-01-29,2014-01-29,46,46,0,0,0,0,0,0,0,0,1,14,1,-2.18,1,-3.74
9426,2014-07-29,2008-08-11,NA,47,41,0,0,0,0,0,0,0,0,6,23,4,-1.01,1,-3.14
9427,2014-11-16,2014-11-15,2014-11-15,32,32,0,0,0,0,0,0,0,0,3,19,6,-0.19,4,-2.02
9428,2013-04-20,1989-04-23,2013-04-19,49,25,0,4,0,3,3,0,0,0,5,22,2,-1.05,2,-2.8
9429,2013-01-08,2012-03-15,2012-12-30,19,18,0,0,0,0,0,0,0,0,2,16,3,-0.91,5,-1.91
9430,2014-03-01,1986-05-22,2014-02-28,55,27,0,1,0,0,0,0,0,0,4,21,5,-0.34,1,-3.55
9431,2014-05-21,2012-04-27,2014-05-21,39,37,0,0,0,0,0,0,0,0,2,16,1,-1.4,1,-3.12
9432,2013-03-27,1993-01-18,NA,46,26,0,0,0,0,0,0,0,0,7,26,4,-0.53,4,-2.23
9433,2013-05-01,2013-04-30,2013-04-30,40,40,0,0,0,0,0,0,0,0,1,12,1,-2.04,1,-3.58
9434,2013-11-12,2002-05-22,2013-11-11,33,22,0,0,0,0,0,0,0,0,3,19,1,-1.42,1,-3.2
9435,2013-08-01,2012-02-09,2013-08-01,21,20,0,0,0,0,0,0,0,0,3,19,5,-0.39,4,-2.16
9436,2014-10-05,2007-08-17,2014-10-04,26,19,0,0,0,0,0,0,0,0,3,19,7,0.07,5,-1.79
9437,2014-02-06,2010-05-13,2014-02-05,21,17,0,2,0,0,0,0,0,0,1,15,9,0.59,7,-1.33
9438,2013-05-30,1987-01-01,NA,53,27,0,0,0,0,0,0,0,0,9,31,7,-0.1,4,-2.22
9439,2013-03-26,2005-08-30,2013-03-25,25,18,0,0,0,0,0,0,0,0,1,15,6,-0.17,4,-2.12
9439,2014-04-25,2005-08-30,2014-04-24,26,18,0,0,0,0,0,0,0,0,3,18,8,0.25,5,-1.95
9440,2014-02-03,2014-02-03,2014-02-03,19,19,0,0,0,0,0,0,0,0,1,12,5,-0.44,6,-1.73
9441,2014-04-16,2004-12-23,NA,31,21,0,0,0,0,0,0,0,0,6,25,9,0.37,3,-2.51
9442,2013-03-23,2010-02-01,2013-03-22,22,19,0,0,0,0,0,0,0,0,3,18,8,0.18,8,-1.12
9443,2014-10-23,1997-03-06,NA,35,17,0,0,0,0,0,0,0,0,3,18,8,0.29,5,-1.88
9444,2013-10-28,2013-10-28,2013-10-28,22,22,0,0,0,0,0,0,0,0,3,18,5,-0.74,3,-2.3
9445,2014-08-25,2014-08-24,2014-08-24,27,27,0,0,0,0,0,0,0,0,1,15,4,-0.86,2,-2.66
9446,2014-01-30,2004-09-09,2014-01-29,29,20,0,1,0,0,0,0,0,1,2,17,6,-0.26,3,-2.24
9447,2014-08-10,2014-08-09,2014-08-09,24,24,0,0,0,0,0,0,0,0,3,18,1,-1.39,2,-2.65
9448,2013-01-18,2013-01-16,2013-01-16,42,42,0,0,0,0,0,0,0,0,9,32,5,-0.4,3,-2.42
9449,2014-01-14,NA,NA,24,NA,0,0,0,0,0,0,0,0,1,12,3,-0.84,3,-2.27
9450,2013-04-20,2013-04-19,2013-04-19,21,21,0,0,0,0,0,0,0,0,4,21,7,-0.23,4,-2.06
9451,2013-01-29,2007-04-30,2013-01-29,24,19,0,0,0,1,0,0,0,0,1,14,7,-0.05,6,-1.69
9452,2014-01-06,2005-11-02,2014-01-04,26,18,0,1,0,1,0,0,0,1,6,25,7,-0.02,3,-2.29
9453,2013-03-07,2003-04-25,2013-03-06,27,17,1,1,0,0,0,0,0,0,4,21,5,-0.38,6,-1.63
9454,2014-09-29,2014-09-26,2014-09-26,35,35,0,0,0,0,0,0,0,0,2,17,1,-1.91,1,-3.35
9455,2014-06-25,2014-06-24,2014-06-24,54,54,0,0,0,0,0,0,0,0,1,11,1,-2.69,1,-4.24
9456,2013-11-25,2013-11-24,2013-11-24,18,18,0,0,0,0,0,0,0,0,3,20,7,0.08,9,-0.71
9457,2014-01-27,NA,NA,24,NA,0,0,0,0,0,0,0,0,5,22,1,-1.53,2,-2.77
9458,2014-07-20,2014-07-20,2014-07-20,21,21,0,0,0,0,0,0,0,0,2,17,3,-0.9,5,-1.96
9459,2013-01-14,2013-01-14,2013-01-14,21,21,0,0,0,0,0,0,0,0,1,13,3,-0.94,4,-2.08
9460,2013-02-01,2013-02-01,2013-02-01,37,37,0,0,0,0,0,0,0,0,5,23,3,-0.9,3,-2.51
9461,2014-02-10,2014-01-22,2014-02-10,33,33,0,0,0,0,0,0,0,0,3,19,2,-1.11,1,-3.04
9462,2013-02-04,1997-10-26,2013-02-03,46,31,0,0,0,0,0,0,0,0,5,23,6,-0.31,3,-2.26
9463,2013-10-22,2013-03-17,NA,31,30,0,0,0,0,0,0,0,0,1,13,1,-1.55,1,-3.19
9464,2013-05-07,2013-05-07,2013-05-07,21,21,0,0,0,0,0,0,0,0,2,16,2,-1.29,3,-2.4
9465,2013-05-27,1985-05-18,2013-05-26,52,24,0,0,0,1,0,0,0,1,1,13,1,-2.1,1,-3.83
9466,2014-07-18,2006-05-26,2014-07-17,46,38,0,0,0,0,0,0,0,0,2,16,1,-2.28,1,-3.82
9467,2013-09-21,2013-09-19,2013-09-20,20,20,0,0,0,0,0,0,0,0,1,14,7,0.06,8,-1.05
9467,2013-12-27,2013-09-19,2013-12-26,20,20,0,0,0,0,0,0,0,0,6,25,8,0.1,8,-1.15
9468,2014-09-15,2014-09-15,2014-09-15,25,25,0,0,0,0,0,0,0,0,2,17,3,-0.77,3,-2.49
9469,2014-04-02,2010-02-01,NA,24,20,0,0,0,0,0,0,0,0,5,22,6,-0.18,4,-2.18
9470,2014-06-11,2009-01-19,NA,23,18,0,0,0,0,0,0,0,0,5,23,3,-0.86,5,-1.82
9471,2014-05-27,2012-01-09,2014-05-24,56,53,0,0,0,0,0,0,0,0,1,12,1,-2.63,1,-4.22
9472,2014-09-05,2014-09-03,2014-09-03,26,26,0,0,0,0,0,0,0,0,1,13,1,-1.45,2,-2.78
9473,2013-08-07,1996-05-01,2013-08-06,36,18,0,2,0,0,0,0,0,0,5,22,7,-0.06,3,-2.27
9474,2014-03-22,NA,NA,18,NA,0,0,0,0,0,0,0,0,1,12,5,-0.37,9,-0.98
9475,2013-09-04,2008-07-05,2013-09-03,28,23,0,0,0,0,0,0,0,0,1,14,1,-1.46,2,-2.85
9476,2014-01-12,2012-08-22,2014-01-11,28,26,0,0,0,0,0,0,0,0,1,14,2,-1.32,2,-2.79
9477,2014-09-18,2014-08-27,2014-08-27,25,25,0,0,0,0,0,0,0,0,1,14,5,-0.73,3,-2.36
9478,2014-10-27,NA,NA,24,NA,0,0,0,0,0,0,0,0,1,15,5,-0.78,2,-2.59
9479,2013-03-14,2006-04-16,NA,49,42,0,0,0,0,0,0,0,0,1,13,1,-2,1,-3.69
9480,2014-10-27,NA,NA,53,NA,0,0,0,0,0,0,0,0,1,11,1,-2.52,1,-4.11
9481,2014-10-10,2011-04-28,2014-10-09,22,18,0,1,0,0,0,0,0,0,3,20,7,-0.11,5,-1.81
9482,2014-04-15,2009-09-14,2014-04-14,35,31,0,0,0,0,0,0,0,0,2,16,6,-0.27,2,-2.66
9483,2014-06-18,1997-07-09,2014-06-09,35,18,0,2,0,5,2,0,0,0,3,20,8,0.1,3,-2.54
9484,2013-01-14,2012-11-11,2013-01-14,38,37,0,0,0,0,0,0,0,0,1,14,2,-1.51,1,-3.27
9485,2014-05-05,2013-01-02,2014-05-02,49,48,0,0,0,0,0,0,0,0,6,25,1,-1.68,1,-3.78
9486,2014-01-31,2014-01-30,2014-01-30,18,18,0,0,0,0,0,0,0,0,1,13,5,-0.41,7,-1.37
9487,2014-06-24,2014-06-23,2014-06-23,43,43,0,0,0,0,0,0,0,0,1,13,1,-2.14,1,-3.67
9488,2013-05-14,2013-05-14,2013-05-14,18,18,0,0,0,0,0,0,0,0,1,11,4,-0.62,7,-1.45
9489,2014-04-15,2014-04-14,2014-04-14,22,22,0,0,0,0,0,0,0,0,1,13,4,-0.61,5,-1.97
9490,2013-03-09,NA,NA,19,NA,0,0,0,0,0,0,0,0,1,11,4,-0.86,5,-1.87
9491,2013-12-05,2013-07-24,2013-12-04,20,19,0,1,0,0,0,0,0,0,1,15,5,-0.38,5,-1.93
9492,2013-03-28,1999-11-10,2013-03-27,35,21,0,1,0,1,0,0,0,0,8,29,6,-0.22,8,-1.11
9493,2013-08-30,2013-08-29,2013-08-29,28,28,0,0,0,0,0,0,0,0,7,27,5,-0.5,2,-2.7
9494,2013-08-16,2013-08-15,2013-08-15,25,25,0,0,0,0,0,0,0,0,2,17,7,-0.06,4,-2.07
9495,2014-10-13,2011-03-30,2014-10-12,20,16,0,0,0,0,0,0,0,0,1,13,7,0.08,8,-1.23
9496,2014-12-26,2014-12-25,2014-12-25,29,29,0,0,0,0,0,0,0,0,3,19,1,-1.65,1,-2.99
9497,2013-03-30,1997-07-27,2013-03-29,36,20,0,0,0,0,0,0,0,0,2,17,8,0.14,4,-2.11
9498,2014-05-10,2014-05-10,2014-05-10,34,34,0,0,0,0,0,0,0,0,1,14,2,-1.38,3,-2.5
9499,2013-03-12,2000-06-20,2013-03-11,31,18,0,3,0,0,1,0,0,0,6,24,7,-0.06,2,-2.65
9500,2013-01-16,2001-09-02,NA,28,17,0,0,0,0,0,0,0,0,5,22,2,-1.18,2,-2.9
9501,2014-03-31,2014-03-30,2014-03-30,43,43,0,0,0,0,0,0,0,0,1,11,1,-2.29,1,-3.82
9502,2014-05-12,2007-05-11,2014-05-11,24,17,0,1,0,0,0,0,0,0,3,18,5,-0.64,3,-2.42
9503,2013-01-14,NA,NA,54,NA,0,0,0,0,0,0,0,0,3,18,5,-0.4,2,-2.72
9504,2013-03-08,1996-07-19,NA,33,16,0,0,0,0,0,0,0,0,3,20,5,-0.44,5,-1.78
9505,2014-01-20,NA,NA,35,NA,0,0,0,0,0,0,0,0,3,18,3,-0.86,2,-2.64
9506,2013-03-28,2013-03-27,2013-03-27,21,21,0,0,0,0,0,0,0,0,4,21,9,0.34,6,-1.51
9507,2013-04-28,NA,NA,40,NA,0,0,0,0,0,0,0,0,5,22,1,-1.59,1,-3.42
9508,2014-06-25,2014-04-15,NA,23,23,0,0,0,0,0,0,0,0,1,12,5,-0.51,3,-2.44
9509,2014-09-19,2008-06-17,2014-09-18,25,19,0,0,0,0,2,0,0,0,3,20,7,-0.02,6,-1.53
9510,2014-09-09,2014-09-07,2014-09-07,44,44,0,0,0,0,0,0,0,0,9,31,2,-1.3,1,-3.38
9511,2014-03-06,2014-03-05,2014-03-05,28,28,0,0,0,0,0,0,0,0,1,14,1,-1.5,2,-2.84
9512,2013-03-12,1994-09-06,NA,58,40,0,0,0,0,0,0,0,0,5,23,6,-0.13,3,-2.46
9513,2013-04-04,2012-12-27,2013-03-22,40,39,0,0,0,0,0,0,0,0,1,13,1,-1.88,1,-3.51
9514,2014-05-21,2010-11-10,2014-05-09,47,43,0,0,0,0,0,0,0,0,1,14,1,-1.96,1,-3.68
9515,2013-10-12,2011-02-18,2013-10-11,24,21,0,0,0,0,0,0,0,0,1,12,4,-0.53,3,-2.31
9516,2013-02-11,2000-12-21,NA,29,17,0,0,0,0,0,0,0,0,1,14,2,-1.23,2,-2.6
9517,2013-11-26,2007-09-09,2013-11-25,55,48,0,0,0,0,0,0,0,0,2,17,1,-2.16,1,-4.09
9518,2013-03-01,2013-03-01,2013-03-01,37,37,0,0,0,0,0,0,0,0,1,12,1,-2.08,1,-3.53
9519,2014-08-22,2006-09-27,2014-08-22,31,23,0,5,0,0,0,0,0,0,6,24,6,-0.26,6,-1.73
9520,2014-06-03,2007-12-17,NA,51,45,0,0,0,0,0,0,0,0,4,21,7,-0.05,7,-1.41
9521,2014-08-27,2010-05-20,2014-08-26,28,24,0,0,0,0,0,0,0,0,3,18,7,-0.01,3,-2.25
9522,2014-11-08,1996-11-21,2014-11-08,34,16,1,1,0,1,0,0,0,1,3,19,9,0.37,5,-1.82
9523,2013-08-06,2005-01-22,2013-08-05,28,19,0,0,0,0,0,0,0,0,2,17,5,-0.36,3,-2.48
9523,2013-10-12,2005-01-22,2013-10-11,28,19,0,0,0,0,0,0,0,0,1,15,6,-0.24,3,-2.36
9523,2013-12-10,2005-01-22,NA,28,19,0,0,0,0,0,0,0,0,3,18,5,-0.34,4,-2.1
9524,2013-03-19,2013-01-17,NA,26,26,0,0,0,0,0,0,0,0,5,22,10,1.1,10,-0.58
9525,2014-04-10,2013-09-29,NA,39,38,0,0,0,0,0,0,0,0,1,11,1,-2.02,1,-3.54
9526,2013-09-18,2013-04-11,NA,18,18,0,0,0,0,0,0,0,0,4,21,8,0.06,9,-0.99
9527,2013-03-01,2002-03-04,2013-02-25,33,22,0,0,0,0,0,0,0,0,1,14,2,-1.09,2,-2.88
9528,2013-12-06,1987-07-18,NA,56,30,0,0,0,0,0,0,0,0,9,33,4,-0.68,4,-2.01
9529,2013-03-29,2006-04-28,NA,32,25,0,0,0,0,0,0,0,0,5,23,8,0.14,5,-1.92
9530,2013-05-22,2013-05-21,2013-05-21,46,46,0,0,0,0,0,0,0,0,1,13,2,-1.08,1,-3.5
9531,2013-02-11,2010-11-05,NA,23,20,0,0,0,0,0,0,0,0,3,19,9,0.53,9,-0.85
9531,2013-03-08,2010-11-05,NA,23,20,0,0,0,0,0,0,0,0,3,19,10,0.67,10,-0.55
9532,2014-08-22,2012-04-06,2014-08-21,20,17,0,0,0,0,0,0,0,0,1,12,5,-0.32,5,-1.75
9533,2014-06-28,2014-06-27,2014-06-27,18,18,0,0,0,0,0,0,0,0,3,19,9,0.47,8,-1
9534,2014-01-25,1988-06-26,2014-01-24,47,21,0,1,0,1,2,0,0,2,5,22,6,-0.13,1,-3.29
9534,2014-08-21,1988-06-26,NA,47,21,0,0,0,0,0,0,0,0,10,34,8,0.11,6,-1.69
9535,2013-06-28,2012-01-16,NA,20,19,0,0,0,0,0,0,0,0,5,23,10,0.7,9,-0.83
9536,2014-02-10,1997-04-08,2014-02-08,34,18,0,7,0,0,0,0,0,0,4,21,8,-0.05,4,-2.23
9537,2013-05-28,2013-05-27,2013-05-27,30,30,0,0,0,0,0,0,0,0,5,23,2,-1.23,1,-2.99
9538,2013-03-08,2011-11-09,NA,17,16,1,0,0,0,0,0,0,0,1,11,3,-0.76,6,-1.56
9539,2013-05-03,2013-01-13,NA,25,25,0,0,0,0,0,0,0,0,10,35,10,0.78,10,-0.57
9540,2014-08-15,2009-10-24,2014-08-14,27,23,0,0,0,0,0,0,0,0,1,12,2,-1.17,2,-2.74
9541,2014-06-11,2009-04-06,2014-06-11,23,18,0,0,0,0,0,0,0,0,3,18,5,-0.4,4,-2.16
9542,2013-10-25,2013-10-16,2013-10-16,18,18,0,0,0,0,0,0,0,0,2,16,8,0.29,7,-1.44
9542,2013-12-05,2013-10-16,NA,18,18,0,0,0,0,0,0,0,0,2,16,8,0.14,6,-1.64
9542,2014-06-21,2013-10-16,2014-06-20,19,18,0,0,0,0,0,0,0,0,2,17,9,0.47,7,-1.48
9543,2014-10-13,1993-12-12,NA,47,26,0,0,0,0,0,0,0,0,3,20,2,-1.02,1,-3.09
9544,2014-03-10,2008-05-18,NA,27,22,0,0,0,0,0,0,0,0,9,32,9,0.32,5,-1.74
9545,2013-01-06,2000-12-30,2013-01-05,52,40,0,0,0,0,2,0,0,2,6,24,4,-0.71,3,-2.48
9546,2014-05-14,2014-05-14,2014-05-14,19,19,0,0,0,0,0,0,0,0,1,14,8,0.26,8,-1.03
9547,2013-04-20,2013-04-18,2013-04-18,23,23,0,0,0,0,0,0,0,0,1,15,4,-0.57,4,-2.19
9548,2013-02-12,2008-09-25,NA,49,44,0,0,0,0,0,0,0,0,2,17,1,-1.87,1,-3.43
9549,2014-08-11,2004-05-14,2014-08-10,26,15,0,1,0,0,0,0,0,0,3,20,9,0.36,5,-1.74
9550,2013-08-30,1988-05-19,NA,50,24,0,0,0,0,0,0,0,0,6,24,8,0.11,5,-1.74
9551,2013-03-20,NA,NA,45,NA,0,0,0,0,0,0,0,0,1,12,1,-2.12,1,-3.52
9552,2013-01-14,2007-01-18,2013-01-13,24,18,0,0,0,0,0,0,0,0,1,15,7,-0.08,4,-2.15
9553,2013-09-07,1987-05-26,2013-09-06,57,31,0,0,0,0,0,0,0,0,6,25,2,-1.1,1,-3.5
9554,2013-08-26,2013-08-25,2013-08-25,41,41,0,0,0,0,0,0,0,0,1,14,2,-1.21,1,-2.95
9555,2014-12-21,NA,NA,28,NA,0,0,0,0,0,0,0,0,1,12,3,-0.79,6,-1.51
9556,2013-08-15,2013-07-28,2013-07-28,28,28,0,0,0,0,0,0,0,0,1,15,2,-1.05,2,-2.69
9557,2014-03-19,2010-02-27,2014-03-18,23,19,0,0,0,0,0,0,0,0,3,19,4,-0.85,4,-2.16
9558,2014-11-07,2008-04-11,2014-11-06,28,21,0,0,0,0,0,0,0,0,8,27,10,0.72,6,-1.7
9559,2014-03-24,2007-11-12,2014-03-23,41,34,0,0,0,0,0,0,0,0,1,15,1,-2,1,-3.01
9560,2014-08-26,2013-07-16,2014-07-27,19,18,0,0,0,0,0,0,0,0,3,18,8,0.09,6,-1.6
9561,2013-01-30,2011-05-09,2013-01-29,25,23,0,3,0,0,0,0,0,0,7,27,7,0.06,7,-1.47
9562,2013-03-07,1995-05-27,NA,36,18,0,0,0,0,0,0,0,0,3,19,4,-0.57,2,-2.91
9563,2013-08-15,2013-08-02,2013-08-02,20,20,0,0,0,0,0,0,0,0,1,12,6,-0.18,4,-2.04
9564,2014-11-11,2014-03-06,2014-11-10,18,18,0,0,0,0,0,0,0,0,3,19,5,-0.43,6,-1.72
9565,2014-05-07,2003-02-18,2014-05-06,29,18,0,0,0,3,0,0,0,1,2,17,2,-1.01,3,-2.29
9566,2013-03-01,2011-04-23,2013-02-28,21,19,0,0,0,0,0,0,0,0,1,14,8,0.28,5,-1.76
9567,2013-03-08,2013-03-07,2013-03-07,25,25,0,0,0,0,0,0,0,0,2,16,3,-1.28,4,-2.23
9568,2014-12-02,1998-07-18,NA,34,18,0,0,0,0,0,0,0,0,3,18,6,-0.18,1,-2.96
9569,2013-09-30,2013-09-30,2013-09-30,27,27,0,0,0,0,0,0,0,0,2,16,1,-1.5,2,-2.86
9570,2014-12-04,2014-12-03,2014-12-03,21,21,0,0,0,0,0,0,0,0,1,15,3,-0.85,5,-1.92
9571,2014-08-13,2014-08-12,2014-08-12,47,47,0,0,0,0,0,0,0,0,1,13,1,-2.5,1,-4.05
9572,2014-06-26,2014-06-25,2014-06-25,25,25,0,0,0,0,0,0,0,0,1,12,2,-1.2,3,-2.46
9573,2014-11-14,2004-11-07,NA,58,48,0,0,0,0,0,0,0,0,10,35,5,-0.38,10,-0.17
9574,2013-04-25,1995-06-08,2013-04-25,36,18,0,2,0,0,0,0,0,0,2,17,5,-0.51,1,-2.99
9575,2014-07-14,2008-04-03,NA,29,22,0,0,0,0,0,0,0,0,5,23,8,0.19,6,-1.66
9576,2013-09-10,2011-08-25,NA,43,41,0,0,0,0,0,0,0,0,1,11,1,-2.38,1,-3.9
9577,2013-02-05,2012-05-16,2013-02-04,44,43,0,0,0,0,0,0,0,0,2,17,2,-1.12,1,-3.54
9578,2013-02-27,2009-06-03,2013-02-26,23,19,0,0,0,0,0,0,1,0,3,19,7,0.05,6,-1.65
9579,2013-10-07,2004-01-04,NA,30,21,0,0,0,0,0,0,0,0,7,26,4,-0.62,4,-2.21
9580,2013-05-18,2007-06-14,2013-05-18,23,18,0,0,0,0,0,0,0,1,3,20,7,0.04,10,-0.52
9581,2013-08-18,2013-08-17,2013-08-17,20,20,0,0,0,0,0,0,0,0,1,11,3,-1.07,4,-2
9582,2014-12-20,2014-12-20,2014-12-20,21,21,0,0,0,0,0,0,0,0,1,14,4,-0.95,4,-2
9583,2014-06-18,2014-06-14,2014-06-14,47,47,0,0,0,0,0,0,0,0,1,13,1,-1.74,1,-3.51
