"","person_id","p_age","cq_fail_appear_two_yr","cq_fail_appear_two_plus","p_yrs5_felcount_person","p_misdem_count_5yrs","p_violence_raw","p_drug_count_5yrs","p_yrs5_trafcount_person","p_prison_visits","p_jail_visits","cq_prior_conviction_F","cq_prior_conviction_M","corrected_age"
"7216",10454,34,6,0,9,9,-2.62,7,8,0,4,8,8,-3.43091372401383
"7217",10454,34,6,0,9,9,-2.62,7,8,0,4,8,8,-3.43091372401383
"7218",10454,34,6,0,9,9,-2.62,7,8,0,4,8,8,-3.43091372401383
"7219",10454,34,6,0,9,9,-2.5,7,8,0,4,8,8,-3.43091372401383
"7220",10454,34,6,0,9,9,-2.5,7,8,0,4,8,8,-3.43091372401383
"7221",10454,34,6,0,9,9,-2.5,7,8,0,4,8,8,-3.43091372401383
"7222",10454,34,6,0,9,9,-2.5,7,8,0,4,8,8,-3.43091372401383
"7223",10454,34,6,0,9,9,-2.62,7,8,0,4,8,8,-3.43091372401383
"7224",10454,34,6,0,9,9,-2.62,7,8,0,4,8,8,-3.43091372401383
"7225",10454,34,6,0,9,9,-2.62,7,8,0,4,8,8,-3.43091372401383
"7226",10454,34,6,0,9,9,-2.62,7,8,0,4,8,8,-3.43091372401383
"7227",10454,34,6,0,9,9,-2.5,7,8,0,4,8,8,-3.43091372401383
"7228",10454,34,6,0,9,9,-2.5,7,8,0,4,8,8,-3.43091372401383
"7229",10454,34,6,0,9,9,-2.5,7,8,0,4,8,8,-3.43091372401383
"7230",10454,34,6,0,9,9,-2.5,7,8,0,4,8,8,-3.43091372401383
"7231",10454,34,6,0,9,9,-2.62,7,8,0,4,8,8,-3.43091372401383
"7232",10454,34,6,0,9,9,-2.62,7,8,0,4,8,8,-3.43091372401383
"7233",10456,28,0,0,1,1,-1.07,NA,7,1,1,NA,NA,-2.99851080608639
"7234",10457,28,0,0,3,4,-1.88,3,2,0,4,2,2,-2.99851080608639
"7235",10458,28,0,0,0,1,-2.62,0,3,0,1,0,1,-2.99851080608639
"7236",10459,44,0,0,0,0,-2.79,0,0,1,1,2,4,-3.84525856717818
"7237",10460,37,0,0,0,0,-3.21,0,2,0,1,0,0,-3.58126107220255
"7238",10462,34,0,0,0,0,-2.97,0,3,0,1,0,0,-3.43091372401383
"7239",10463,23,0,0,1,2,-0.81,0,6,0,4,1,1,-2.4267335967161
"7240",10464,71,0,0,1,4,-4.47,0,0,0,2,0,3,-4.49978337225933
"7241",10467,45,0,0,0,2,-3.59,0,1,0,1,0,0,-3.87783145295103
"7242",10468,33,0,0,1,0,-2.15,0,1,1,3,1,3,-3.37280700280018
"7243",10472,40,0,0,0,0,-3.04,0,0,0,1,0,3,-3.7049374640185
"7244",10473,35,0,0,0,1,-3.26,0,1,0,1,0,1,-3.48470586887167
"7245",10477,31,0,0,0,0,-2.8,0,3,0,0,0,0,-3.24156064981629
"7246",10478,30,0,0,0,3,-2.64,0,0,1,2,0,5,-3.16730370279879
"7247",10479,36,0,0,5,0,-3.03,0,6,0,4,14,1,-3.53466937049462
"7248",10480,52,0,0,1,4,-3.15,0,4,0,3,9,8,-4.097159274214
"7249",10481,35,0,0,2,2,-1.81,0,2,1,1,1,2,-3.48470586887167
"7250",10482,42,0,0,0,2,-3.5,0,0,0,1,0,1,-3.77759581213605
"7251",10484,29,0,0,0,2,-2.84,0,13,0,1,0,1,-3.08649754893093
"7252",10488,45,0,0,0,2,-3.42,0,0,1,1,2,5,-3.87783145295103
"7253",10490,27,0,0,0,1,-2.58,0,7,0,2,0,0,-2.90268300233775
"7254",10491,29,0,0,0,2,-2.68,0,5,0,1,0,2,-3.08649754893093
"7255",10492,25,3,0,3,7,-2.22,0,16,0,3,2,8,-2.68471687541311
"7256",10495,26,0,0,0,0,-2.52,0,3,0,1,0,0,-2.79832457595651
"7257",10496,34,NA,NA,4,1,-0.14,2,0,1,2,8,3,-3.43091372401383
"7258",10496,34,NA,NA,4,1,-0.2,2,0,1,2,8,3,-3.43091372401383
"7259",10497,22,0,0,0,2,-1.78,2,0,0,3,0,0,-2.28077526649795
"7260",10498,65,0,0,0,0,-4.39,0,7,0,1,0,0,-4.45635124214814
"7261",10499,28,0,0,3,4,-2.36,0,1,1,1,3,4,-2.99851080608639
"7262",10500,31,NA,NA,2,9,-2.04,1,10,2,5,4,NA,-3.24156064981629
"7263",10506,27,0,0,0,12,-2.18,2,9,0,1,0,12,-2.90268300233775
"7264",10507,33,0,0,0,0,-1.95,0,7,0,1,0,1,-3.37280700280018
"7265",10508,21,0,0,0,2,-0.99,1,0,0,2,0,1,-2.12240215798853
"7266",10509,25,0,0,1,2,-1.7,0,5,0,2,0,2,-2.68471687541311
"7267",10510,39,0,0,0,0,-3.1,0,2,0,1,0,1,-3.66601100014733
"7268",10511,29,1,0,4,12,-1.57,5,4,1,7,NA,14,-3.08649754893093
"7269",10512,27,2,0,2,16,-1.87,4,18,0,10,3,14,-2.90268300233775
"7270",10515,38,NA,NA,0,0,-3.57,0,12,0,1,0,0,-3.62490872751422
"7271",10516,35,0,0,0,0,-3.22,0,1,0,1,0,5,-3.48470586887167
"7272",10517,44,1,1,0,6,-2.7,0,5,0,2,0,9,-3.84525856717818
"7273",10518,27,0,0,1,3,-2.32,0,3,0,2,1,4,-2.90268300233775
"7274",10519,36,0,0,0,0,-1.15,0,0,1,3,2,0,-3.53466937049462
"7275",10520,24,2,0,0,0,-2.24,0,1,0,4,0,0,-2.56111215937688
"7276",10522,67,0,0,0,0,-3.33,0,2,0,1,0,0,-4.48671336923454
"7277",10523,29,0,0,0,3,-2.51,0,14,0,3,0,2,-3.08649754893093
"7278",10525,39,0,0,2,2,-2.55,0,5,0,3,1,1,-3.66601100014733
"7279",10525,39,0,0,2,2,-2.89,0,5,0,3,1,1,-3.66601100014733
"7280",10528,41,0,0,0,1,-3.58,0,0,0,1,0,1,-3.74202860324325
"7281",10531,40,0,0,2,2,-0.69,2,5,0,3,3,3,-3.7049374640185
"7282",10531,40,0,0,2,2,-0.69,2,5,0,3,3,3,-3.7049374640185
"7283",10531,40,0,0,2,2,-0.69,2,5,0,3,3,3,-3.7049374640185
"7284",10531,40,0,0,2,2,-0.69,2,5,0,3,3,3,-3.7049374640185
"7285",10531,40,0,0,2,2,-1.33,2,5,0,3,3,3,-3.7049374640185
"7286",10531,40,0,0,2,2,-1.33,2,5,0,3,3,3,-3.7049374640185
"7287",10531,40,0,0,2,2,-1.33,2,5,0,3,3,3,-3.7049374640185
"7288",10531,40,0,0,2,2,-1.33,2,5,0,3,3,3,-3.7049374640185
"7289",10531,40,0,0,2,2,-0.69,2,5,0,3,3,3,-3.7049374640185
"7290",10531,40,0,0,2,2,-0.69,2,5,0,3,3,3,-3.7049374640185
"7291",10531,40,0,0,2,2,-0.69,2,5,0,3,3,3,-3.7049374640185
"7292",10531,40,0,0,2,2,-0.69,2,5,0,3,3,3,-3.7049374640185
"7293",10531,40,0,0,2,2,-1.33,2,5,0,3,3,3,-3.7049374640185
"7294",10531,40,0,0,2,2,-1.33,2,5,0,3,3,3,-3.7049374640185
"7295",10531,40,0,0,2,2,-1.33,2,5,0,3,3,3,-3.7049374640185
"7296",10531,40,0,0,2,2,-1.33,2,5,0,3,3,3,-3.7049374640185
"7297",10532,37,0,0,0,1,-2.13,0,1,1,2,0,4,-3.58126107220255
"7298",10532,37,0,0,0,1,-2.17,0,1,1,2,0,4,-3.58126107220255
"7299",10536,26,0,0,3,5,-1.66,NA,5,1,4,NA,4,-2.79832457595651
"7300",10536,26,0,0,3,5,-1.66,NA,5,1,4,NA,4,-2.79832457595651
"7301",10537,27,0,0,0,0,-2.78,0,0,0,1,0,0,-2.90268300233775
"7302",10538,23,0,0,1,3,-1.68,0,0,0,1,1,1,-2.4267335967161
"7303",10539,32,0,0,0,2,-1.89,0,1,0,2,1,6,-3.3098706823087
"7304",10540,31,0,0,0,2,-3.2,0,3,0,2,0,1,-3.24156064981629
"7305",10542,26,0,0,1,4,-2.28,5,3,0,2,0,2,-2.79832457595651
"7306",10543,51,0,0,0,2,-3.02,0,2,0,4,0,1,-4.06610443758341
"7307",10544,67,NA,NA,0,0,-4.5,0,2,0,1,0,0,-4.48671336923454
"7308",10545,27,0,0,0,9,-2.36,0,1,0,1,0,2,-2.90268300233775
"7309",10546,26,1,0,0,1,-1.88,0,0,0,1,0,0,-2.79832457595651
"7310",10550,28,0,0,0,0,-1.95,0,2,0,1,0,0,-2.99851080608639
"7311",10551,32,0,0,0,1,-3.07,0,2,0,1,0,0,-3.3098706823087
"7312",10553,28,1,1,2,6,-2.32,0,4,0,2,3,7,-2.99851080608639
"7313",10554,22,0,0,2,0,-1.54,0,0,0,4,2,0,-2.28077526649795
"7314",10555,26,NA,NA,0,2,-2.11,0,18,0,4,0,0,-2.79832457595651
"7315",10556,27,0,0,0,0,-2.56,0,4,0,1,0,2,-2.90268300233775
"7316",10558,36,0,0,1,6,-2.17,2,0,1,3,7,11,-3.53466937049462
"7317",10559,27,0,0,2,2,-1.67,1,4,0,2,1,2,-2.90268300233775
"7318",10560,41,0,0,0,1,-3.17,0,1,0,2,0,1,-3.74202860324325
"7319",10561,24,0,0,5,9,-0.72,3,9,0,3,3,9,-2.56111215937688
"7320",10562,24,0,0,6,1,-2.22,0,6,0,2,6,1,-2.56111215937688
"7321",10563,61,0,0,1,3,-2.4,0,1,3,2,6,7,-4.36518856135077
"7322",10564,33,0,0,0,1,-2.68,0,0,0,2,0,1,-3.37280700280018
"7323",10566,47,1,0,1,0,-2.02,0,9,0,3,8,1,-3.94143541655095
"7324",10568,34,0,0,2,2,-2.47,0,0,0,1,NA,6,-3.43091372401383
"7325",10569,31,0,0,4,12,-0.27,1,14,0,6,7,NA,-3.24156064981629
"7326",10571,21,0,0,1,3,-1.56,0,2,0,5,1,2,-2.12240215798853
"7327",10572,28,0,0,2,12,-2.28,1,9,0,5,0,17,-2.99851080608639
"7328",10576,39,0,0,0,1,-3.54,0,0,0,1,0,1,-3.66601100014733
"7329",10579,40,2,0,1,8,-1.84,1,3,0,4,2,7,-3.7049374640185
"7330",10580,22,0,0,0,1,-1.34,0,1,0,2,0,0,-2.28077526649795
"7331",10581,21,0,0,0,1,-1.37,0,0,0,4,0,1,-2.12240215798853
"7332",10582,24,0,0,0,0,-1.17,0,0,0,2,1,0,-2.56111215937688
"7333",10583,32,0,0,1,0,-2.68,0,2,0,0,0,0,-3.3098706823087
"7334",10584,25,0,0,0,1,-1.82,0,4,0,5,0,1,-2.68471687541311
"7335",10585,25,0,0,0,2,-1.54,0,4,0,2,0,1,-2.68471687541311
"7336",10586,47,0,0,0,0,-1.72,0,0,0,1,1,2,-3.94143541655095
"7337",10587,29,0,0,1,3,-1.83,1,1,0,1,1,3,-3.08649754893093
"7338",10589,21,3,0,1,5,-1.59,0,9,0,4,0,2,-2.12240215798853
"7339",10591,40,0,0,1,5,-1.99,0,2,0,3,0,1,-3.7049374640185
"7340",10592,33,1,0,0,0,-3.19,0,2,0,1,0,0,-3.37280700280018
"7341",10597,30,2,0,0,4,-1.12,0,9,0,2,0,5,-3.16730370279879
"7342",10599,30,1,0,0,0,-2.93,0,10,0,1,0,0,-3.16730370279879
"7343",10600,38,0,0,3,5,-1.86,0,4,2,3,9,NA,-3.62490872751422
"7344",10602,35,0,0,0,1,-1.9,0,0,2,1,0,1,-3.48470586887167
"7345",10607,21,0,0,0,0,-1.54,0,2,0,2,0,0,-2.12240215798853
"7346",10610,20,0,0,0,0,-0.85,0,1,0,1,0,0,-1.95075017065288
"7347",10611,54,0,0,0,0,-3.46,0,0,0,2,0,0,-4.15917570494393
"7348",10614,27,NA,NA,7,2,-0.84,1,2,1,2,5,0,-2.90268300233775
"7349",10615,24,0,0,0,0,-2.36,0,3,0,1,0,0,-2.56111215937688
"7350",10616,28,0,0,0,5,-2.27,0,0,1,2,0,5,-2.99851080608639
"7351",10617,45,2,2,0,2,-3.46,0,16,0,2,0,0,-3.87783145295103
"7352",10618,32,0,0,0,1,-2.14,0,2,0,2,0,4,-3.3098706823087
"7353",10620,34,0,0,0,0,-3.12,0,2,1,2,0,0,-3.43091372401383
"7354",10621,23,2,0,4,7,-1.94,5,15,1,5,3,4,-2.4267335967161
"7355",10622,44,0,0,6,7,-2.47,4,0,0,1,3,7,-3.84525856717818
"7356",10623,59,0,0,1,18,-3.09,0,0,0,3,2,18,-4.30987802699733
"7357",10624,28,0,0,0,0,-2.53,0,1,0,1,0,0,-2.99851080608639
"7358",10625,23,0,0,0,0,-1.68,0,1,0,1,0,0,-2.4267335967161
"7359",10626,46,0,0,0,0,-3.74,0,1,0,1,0,0,-3.90983508763893
"7360",10627,33,0,0,1,0,-2.81,1,7,0,2,0,0,-3.37280700280018
"7361",10628,30,0,0,0,2,-2.73,0,1,0,2,0,1,-3.16730370279879
"7362",10628,30,0,0,0,2,-2.65,0,1,0,2,0,1,-3.16730370279879
"7363",10629,40,0,0,0,1,-3.33,0,1,0,4,0,2,-3.7049374640185
"7364",10631,54,0,0,0,1,-3.26,1,1,0,1,1,9,-4.15917570494393
"7365",10633,40,0,0,1,1,-2.25,1,0,0,4,1,1,-3.7049374640185
"7366",10635,44,0,0,0,2,-3.28,0,2,0,1,0,1,-3.84525856717818
"7367",10637,43,0,0,0,0,-2.13,0,0,0,1,2,5,-3.81192139521026
"7368",10640,27,1,0,0,0,-2.04,0,19,0,1,2,2,-2.90268300233775
"7369",10644,31,0,0,1,0,-2.67,0,0,0,1,NA,0,-3.24156064981629
"7370",10645,31,NA,NA,0,0,-2.25,0,3,0,2,0,0,-3.24156064981629
"7371",10646,32,0,0,4,7,-1.55,6,9,0,4,3,7,-3.3098706823087
"7372",10648,27,0,1,0,3,-2.8,0,2,0,1,0,0,-2.90268300233775
"7373",10649,21,1,0,0,1,-1.42,0,1,0,1,0,1,-2.12240215798853
"7374",10652,33,1,0,2,3,-2.06,0,11,0,4,2,2,-3.37280700280018
"7375",10654,31,0,0,0,0,-3.13,0,0,0,1,0,0,-3.24156064981629
"7376",10655,42,0,0,0,0,-3.67,0,4,0,1,0,0,-3.77759581213605
"7377",10656,20,0,0,0,0,-1.37,0,0,0,1,0,0,-1.95075017065288
"7378",10657,26,0,0,0,1,-2.47,0,1,0,1,0,0,-2.79832457595651
"7379",10659,30,NA,NA,8,7,-1.18,0,0,6,4,9,NA,-3.16730370279879
"7380",10661,38,0,0,0,0,-3.18,0,0,0,1,1,0,-3.62490872751422
"7381",10665,60,0,0,1,2,-2.28,0,3,2,3,11,6,-4.33810054445532
"7382",10668,31,2,1,3,12,-1.25,4,4,1,3,5,13,-3.24156064981629
"7383",10669,56,0,0,0,0,-4.23,0,1,0,2,0,0,-4.22067114130344
"7384",10670,45,0,0,0,0,-3.31,0,0,0,1,0,1,-3.87783145295103
"7385",10671,26,1,2,0,4,-2.61,0,5,0,4,0,4,-2.79832457595651
"7386",10672,47,0,0,0,0,-1.67,0,1,0,1,3,3,-3.94143541655095
"7387",10673,29,6,0,2,5,-2.03,0,8,1,5,2,5,-3.08649754893093
"7388",10673,29,6,0,2,5,-1.78,0,8,1,5,2,5,-3.08649754893093
"7389",10674,32,0,0,4,6,-1.7,6,9,0,2,5,8,-3.3098706823087
"7390",10675,27,0,0,2,7,-2.32,0,5,0,3,0,3,-2.90268300233775
"7391",10677,29,0,0,1,2,-2.13,3,0,1,2,2,5,-3.08649754893093
"7392",10678,33,0,0,2,9,-2.59,1,3,0,2,1,10,-3.37280700280018
"7393",10679,76,0,0,1,0,-3.76,0,0,0,3,1,0,-4.38226185984905
"7394",10680,22,0,0,2,0,-1.02,0,0,1,2,2,0,-2.28077526649795
"7395",10684,63,0,0,0,0,-3.01,0,0,0,1,2,6,-4.41485039682441
"7396",10685,28,0,0,0,0,-2.64,0,0,0,1,1,0,-2.99851080608639
"7397",10687,22,0,0,0,2,-1.52,0,0,0,2,0,2,-2.28077526649795
"7398",10688,43,0,0,9,3,-2.51,5,1,2,1,7,3,-3.81192139521026
"7399",10689,32,0,0,1,0,-2.85,0,0,0,1,0,0,-3.3098706823087
"7400",10692,33,0,0,1,3,-0.89,0,0,4,7,4,5,-3.37280700280018
"7401",10695,31,2,0,4,10,-2.68,NA,2,0,5,3,8,-3.24156064981629
"7402",10697,49,0,0,1,2,-3.06,3,1,0,4,2,NA,-4.00394448927813
"7403",10698,24,2,0,0,0,-2.26,0,12,0,2,0,0,-2.56111215937688
"7404",10699,57,0,0,4,11,-1.65,10,1,10,4,12,24,-4.25096564821695
"7405",10700,36,2,0,2,11,-0.88,2,1,2,5,7,NA,-3.53466937049462
"7406",10701,49,0,0,3,4,-1.03,2,0,13,2,3,4,-4.00394448927813
"7407",10703,43,0,0,6,2,-2.43,5,2,0,2,15,17,-3.81192139521026
"7408",10706,42,0,0,0,0,-1.99,0,3,0,1,0,0,-3.77759581213605
"7409",10707,32,2,0,0,1,-1.12,0,10,2,3,0,2,-3.3098706823087
"7410",10709,74,0,0,0,0,-4.45,0,1,0,1,0,0,-4.45135287457563
"7411",10710,20,0,0,2,1,-0.34,0,0,1,2,2,1,-1.95075017065288
"7412",10712,24,0,0,1,4,-1.84,5,2,0,2,0,3,-2.56111215937688
"7413",10713,24,0,0,0,1,-2.32,0,0,0,1,0,0,-2.56111215937688
"7414",10715,37,1,0,2,2,-2.75,1,2,0,3,1,0,-3.58126107220255
"7415",10718,22,0,0,0,0,-1.62,0,1,0,1,0,0,-2.28077526649795
"7416",10720,22,0,0,0,1,-1.69,1,0,0,3,0,0,-2.28077526649795
"7417",10721,50,0,0,2,1,-3.16,1,0,0,1,3,3,-4.03503967470601
"7418",10726,25,0,0,0,0,-2.51,0,6,0,1,0,0,-2.68471687541311
"7419",10728,35,2,0,1,4,-2.37,0,2,0,3,2,5,-3.48470586887167
"7420",10728,35,2,0,1,4,-1.83,0,2,0,3,2,5,-3.48470586887167
"7421",10729,33,0,0,0,1,-3.19,0,2,0,2,0,1,-3.37280700280018
"7422",10730,36,0,0,0,2,-3,0,0,0,1,0,2,-3.53466937049462
"7423",10732,51,0,0,6,3,-2.54,3,3,0,2,8,12,-4.06610443758341
"7424",10734,27,NA,NA,0,4,-2.28,0,0,0,1,0,6,-2.90268300233775
"7425",10737,69,0,0,0,4,-3.61,0,4,0,3,0,5,-4.50249361317894
"7426",10742,33,0,0,0,0,-2.11,0,1,0,1,0,0,-3.37280700280018
"7427",10743,41,0,0,4,3,-1.23,2,1,0,3,8,14,-3.74202860324325
"7428",10745,30,1,0,0,4,-2.6,1,3,0,6,0,2,-3.16730370279879
"7429",10746,31,0,1,1,4,-2.66,1,3,0,3,2,11,-3.24156064981629
"7430",10747,44,0,0,0,0,-2.98,0,1,0,1,0,0,-3.84525856717818
"7431",10748,44,0,0,0,0,-3.53,0,4,0,1,0,0,-3.84525856717818
"7432",10753,23,0,0,1,0,-0.67,0,0,0,4,0,0,-2.4267335967161
"7433",10756,26,0,0,0,0,-2.64,0,9,0,1,0,0,-2.79832457595651
"7434",10757,24,0,0,0,3,-2.17,0,6,0,3,0,3,-2.56111215937688
"7435",10758,45,0,0,0,2,-3.14,0,1,0,3,1,2,-3.87783145295103
"7436",10760,22,0,0,0,0,-2.14,0,1,0,4,0,0,-2.28077526649795
"7437",10761,24,2,0,4,5,-2.08,3,4,1,4,2,6,-2.56111215937688
"7438",10761,24,2,0,4,5,-1.77,3,4,1,4,2,6,-2.56111215937688
"7439",10762,26,0,0,0,1,-2.52,NA,1,0,1,0,0,-2.79832457595651
"7440",10765,26,0,0,0,0,-2.17,0,1,0,1,0,0,-2.79832457595651
"7441",10766,36,0,0,7,0,-1.43,6,0,2,5,8,5,-3.53466937049462
"7442",10767,62,0,0,0,0,-1.69,0,3,0,1,2,0,-4.39087167597654
"7443",10768,33,0,0,1,1,-2.92,0,3,0,1,1,1,-3.37280700280018
"7444",10768,33,0,0,1,1,-2.92,0,3,0,1,1,1,-3.37280700280018
"7445",10768,33,0,0,1,1,-2.92,0,3,0,1,1,1,-3.37280700280018
"7446",10768,33,0,0,1,1,-2.92,0,3,0,1,1,1,-3.37280700280018
"7447",10768,33,0,0,1,1,-2.72,0,3,0,1,1,1,-3.37280700280018
"7448",10768,33,0,0,1,1,-2.72,0,3,0,1,1,1,-3.37280700280018
"7449",10768,33,0,0,1,1,-2.72,0,3,0,1,1,1,-3.37280700280018
"7450",10768,33,0,0,1,1,-2.72,0,3,0,1,1,1,-3.37280700280018
"7451",10768,33,0,0,1,1,-2.92,0,3,0,1,1,1,-3.37280700280018
"7452",10768,33,0,0,1,1,-2.92,0,3,0,1,1,1,-3.37280700280018
"7453",10768,33,0,0,1,1,-2.92,0,3,0,1,1,1,-3.37280700280018
"7454",10768,33,0,0,1,1,-2.92,0,3,0,1,1,1,-3.37280700280018
"7455",10768,33,0,0,1,1,-2.72,0,3,0,1,1,1,-3.37280700280018
"7456",10768,33,0,0,1,1,-2.72,0,3,0,1,1,1,-3.37280700280018
"7457",10768,33,0,0,1,1,-2.72,0,3,0,1,1,1,-3.37280700280018
"7458",10768,33,0,0,1,1,-2.72,0,3,0,1,1,1,-3.37280700280018
"7459",10769,52,0,0,0,0,-3.18,0,0,0,1,1,1,-4.097159274214
"7460",10770,51,0,0,0,0,-3.84,0,1,0,1,0,0,-4.06610443758341
"7461",10774,47,0,0,0,0,-3.07,0,6,0,2,6,0,-3.94143541655095
"7462",10775,65,0,0,0,0,-4.42,0,3,0,1,0,0,-4.45635124214814
"7463",10778,38,0,0,2,1,-3.24,0,4,0,3,0,1,-3.62490872751422
"7464",10779,67,0,0,0,0,-3.08,0,3,0,1,1,0,-4.48671336923454
"7465",10781,47,0,0,0,0,-2.76,0,8,0,2,0,0,-3.94143541655095
"7466",10782,29,0,0,0,1,-2.37,0,0,0,2,2,1,-3.08649754893093
"7467",10783,66,0,0,0,0,-4.49,0,1,0,1,0,0,-4.47312893460215
"7468",10785,26,0,0,0,2,-2.74,0,3,0,1,0,2,-2.79832457595651
"7469",10786,49,NA,NA,0,0,-3.66,0,5,0,1,0,0,-4.00394448927813
"7470",10787,45,0,0,1,1,-0.99,1,0,2,2,5,4,-3.87783145295103
"7471",10787,45,0,0,1,1,-0.99,1,0,2,2,5,4,-3.87783145295103
"7472",10787,45,0,0,1,1,-0.99,1,0,2,2,5,4,-3.87783145295103
"7473",10787,45,0,0,1,1,-0.99,1,0,2,2,5,4,-3.87783145295103
"7474",10787,45,0,0,1,1,-1.14,1,0,2,2,5,4,-3.87783145295103
"7475",10787,45,0,0,1,1,-1.14,1,0,2,2,5,4,-3.87783145295103
"7476",10787,45,0,0,1,1,-1.14,1,0,2,2,5,4,-3.87783145295103
"7477",10787,45,0,0,1,1,-1.14,1,0,2,2,5,4,-3.87783145295103
"7478",10787,45,0,0,1,1,-0.99,1,0,2,2,5,4,-3.87783145295103
"7479",10787,45,0,0,1,1,-0.99,1,0,2,2,5,4,-3.87783145295103
"7480",10787,45,0,0,1,1,-0.99,1,0,2,2,5,4,-3.87783145295103
"7481",10787,45,0,0,1,1,-0.99,1,0,2,2,5,4,-3.87783145295103
"7482",10787,45,0,0,1,1,-1.14,1,0,2,2,5,4,-3.87783145295103
"7483",10787,45,0,0,1,1,-1.14,1,0,2,2,5,4,-3.87783145295103
"7484",10787,45,0,0,1,1,-1.14,1,0,2,2,5,4,-3.87783145295103
"7485",10787,45,0,0,1,1,-1.14,1,0,2,2,5,4,-3.87783145295103
"7486",10788,22,0,0,0,1,-2,0,1,0,1,0,1,-2.28077526649795
"7487",10789,31,0,0,0,1,-2.17,0,0,0,1,0,3,-3.24156064981629
"7488",10791,33,1,0,1,2,-2.3,0,2,1,3,0,3,-3.37280700280018
"7489",10792,25,0,0,0,0,-2.01,0,2,1,2,0,0,-2.68471687541311
"7490",10793,46,0,0,3,1,-2.54,4,0,0,2,4,9,-3.90983508763893
"7491",10794,29,1,0,6,7,-2.27,0,3,0,3,0,7,-3.08649754893093
"7492",10796,49,0,0,0,0,-3.94,0,3,0,2,0,0,-4.00394448927813
"7493",10797,31,0,0,3,3,-1.51,0,3,2,1,5,5,-3.24156064981629
"7494",10799,22,0,0,0,0,-2.13,0,3,0,2,0,0,-2.28077526649795
"7495",10801,20,0,0,1,2,-1.48,1,1,0,4,1,2,-1.95075017065288
"7496",10806,22,0,1,4,9,-1.63,0,1,0,8,2,8,-2.28077526649795
"7497",10806,22,0,1,4,9,-1.63,0,1,0,8,2,8,-2.28077526649795
"7498",10806,22,0,1,4,9,-1.63,0,1,0,8,2,8,-2.28077526649795
"7499",10806,22,0,1,4,9,-1.63,0,1,0,8,2,8,-2.28077526649795
"7500",10806,22,0,1,4,9,-1.92,0,1,0,8,2,8,-2.28077526649795
"7501",10806,22,0,1,4,9,-1.92,0,1,0,8,2,8,-2.28077526649795
"7502",10806,22,0,1,4,9,-1.92,0,1,0,8,2,8,-2.28077526649795
"7503",10806,22,0,1,4,9,-1.92,0,1,0,8,2,8,-2.28077526649795
"7504",10806,22,0,1,4,9,-1.63,0,1,0,8,2,8,-2.28077526649795
"7505",10806,22,0,1,4,9,-1.63,0,1,0,8,2,8,-2.28077526649795
"7506",10806,22,0,1,4,9,-1.63,0,1,0,8,2,8,-2.28077526649795
"7507",10806,22,0,1,4,9,-1.63,0,1,0,8,2,8,-2.28077526649795
"7508",10806,22,0,1,4,9,-1.92,0,1,0,8,2,8,-2.28077526649795
"7509",10806,22,0,1,4,9,-1.92,0,1,0,8,2,8,-2.28077526649795
"7510",10806,22,0,1,4,9,-1.92,0,1,0,8,2,8,-2.28077526649795
"7511",10806,22,0,1,4,9,-1.92,0,1,0,8,2,8,-2.28077526649795
"7512",10807,25,0,0,1,2,-1.39,0,0,0,2,0,2,-2.68471687541311
"7513",10809,35,0,0,1,4,-3.21,0,0,0,1,0,1,-3.48470586887167
"7514",10811,34,0,0,0,0,-2.77,0,0,0,2,0,0,-3.43091372401383
"7515",10814,54,0,0,0,0,-3.52,0,0,0,2,8,5,-4.15917570494393
"7516",10815,28,0,0,0,0,-2.76,0,2,0,1,0,0,-2.99851080608639
"7517",10817,51,0,0,0,1,-3.99,0,0,0,2,0,1,-4.06610443758341
"7518",10819,20,0,0,0,2,-1.05,0,1,0,2,0,2,-1.95075017065288
"7519",10821,30,0,0,2,2,-2.31,1,2,0,7,4,4,-3.16730370279879
"7520",10823,44,1,0,0,0,-3.67,0,5,0,1,0,0,-3.84525856717818
"7521",10824,23,0,0,0,2,-2.48,0,0,0,2,0,2,-2.4267335967161
"7522",10826,53,0,0,1,2,-1.59,1,0,0,1,5,8,-4.12819559110034
"7523",10827,40,0,0,0,0,-3.54,0,4,0,1,0,0,-3.7049374640185
"7524",10832,23,1,0,0,2,-2.2,2,4,0,1,0,0,-2.4267335967161
"7525",10833,26,0,0,0,6,-1.62,0,8,1,3,0,4,-2.79832457595651
"7526",10834,41,0,0,0,1,-3.62,0,6,0,1,0,2,-3.74202860324325
"7527",10835,23,0,0,0,3,-2,1,0,0,1,0,2,-2.4267335967161
"7528",10836,25,3,0,0,3,-2.09,0,8,0,4,0,1,-2.68471687541311
"7529",10837,47,0,0,2,3,-2.95,4,0,0,1,7,12,-3.94143541655095
"7530",10838,27,0,0,0,3,-1.76,0,0,0,3,0,2,-2.90268300233775
"7531",10840,59,0,0,0,0,-3.53,0,2,0,1,0,0,-4.30987802699733
"7532",10843,24,0,0,0,0,-1.97,0,7,0,1,0,0,-2.56111215937688
"7533",10844,30,NA,NA,2,1,-2.12,2,3,0,4,2,1,-3.16730370279879
"7534",10844,30,NA,NA,2,1,-2.12,2,3,0,4,2,1,-3.16730370279879
"7535",10844,30,NA,NA,2,1,-2.12,2,3,0,4,2,1,-3.16730370279879
"7536",10844,30,NA,NA,2,1,-2.12,2,3,0,4,2,1,-3.16730370279879
